Period;Date;treatment;pond;sp;W;L;K
Stocking;2021;P;1;Tench;460.8;331;1.27
Stocking;2021;C;2;Tench;446.4;320;1.36
Stocking;2021;P;3;Tench;357.5;300;1.32
Stocking;2021;C;4;Tench;547.8;353;1.25
Stocking;2021;P;5;Tench;808.7;366;1.65
Stocking;2021;C;6;Tench;964.4;396;1.55
Stocking;2021;P;3;Tench;773;392;1.28
Stocking;2021;C;6;Tench;392.4;313;1.28
Stocking;2021;P;5;Tench;519.8;298;1.96
Stocking;2021;C;4;Tench;357.9;302;1.3
Stocking;2021;C;2;Tench;733.9;385;1.29
Stocking;2021;P;1;Tench;763.2;352;1.75
Stocking;2021;C;2;Tench;527.9;353;1.2
Stocking;2021;C;4;Tench;862.6;368;1.73
Stocking;2021;C;6;Tench;603.2;328;1.71
Stocking;2021;P;5;Tench;350.1;295;1.36
Stocking;2021;P;3;Tench;650.4;356;1.44
Stocking;2021;P;5;Tench;660.2;334;1.77
Stocking;2021;P;1;Tench;421;306;1.47
Stocking;2021;C;2;Tench;590;344;1.45
Stocking;2021;C;6;Tench;514.7;339;1.32
Stocking;2021;C;6;Tench;520;322;1.56
Stocking;2021;P;1;Tench;610.3;338;1.58
Stocking;2021;C;6;Tench;380.1;303;1.37
Stocking;2021;P;3;Tench;478.3;339;1.23
Stocking;2021;C;4;Tench;476.8;328;1.35
Stocking;2021;P;5;Tench;385.8;307;1.33
Stocking;2021;P;5;Tench;610.8;369;1.22
Stocking;2021;C;2;Tench;558.1;365;1.15
Stocking;2021;C;2;Tench;385.7;301;1.41
Stocking;2021;P;3;Tench;495.7;315;1.59
Stocking;2021;C;4;Tench;465.9;353;1.06
Stocking;2021;P;1;Tench;444.9;318;1.38
Stocking;2021;P;3;Tench;414.5;313;1.35
Stocking;2021;C;4;Tench;377.7;302;1.37
Stocking;2021;P;1;Tench;504.4;332;1.38
Stocking;2021;C;6;Tench;74;182;1.23
Stocking;2021;C;2;Tench;56.7;165;1.26
Stocking;2021;P;5;Tench;58.4;175;1.09
Stocking;2021;C;4;Tench;144.7;232;1.16
Stocking;2021;P;3;Tench;108.7;209;1.19
Stocking;2021;P;1;Tench;104.7;214;1.07
Stocking;2021;P;3;Tench;109.5;215;1.1
Stocking;2021;C;4;Tench;130.3;219;1.24
Stocking;2021;C;6;Tench;71.8;181;1.21
Stocking;2021;P;5;Tench;89.7;196;1.19
Stocking;2021;P;1;Tench;86.8;201;1.07
Stocking;2021;C;2;Tench;105.9;212;1.11
Stocking;2021;P;3;Tench;93.1;202;1.13
Stocking;2021;C;4;Tench;102.6;207;1.16
Stocking;2021;P;1;Tench;112.7;214;1.15
Stocking;2021;C;6;Tench;62.1;184;1
Stocking;2021;P;5;Tench;63.9;181;1.08
Stocking;2021;C;2;Tench;139.9;233;1.11
Stocking;2021;C;6;Tench;87.4;196;1.16
Stocking;2021;C;4;Tench;144.6;237;1.09
Stocking;2021;P;3;Tench;167.5;244;1.15
Stocking;2021;P;1;Tench;114.8;219;1.09
Stocking;2021;C;2;Tench;116.1;217;1.14
Stocking;2021;P;5;Tench;138.7;229;1.15
Stocking;2021;P;5;Tench;87.9;198;1.13
Stocking;2021;C;6;Tench;72;184;1.16
Stocking;2021;C;4;Tench;119.2;218;1.15
Stocking;2021;P;1;Tench;137.8;222;1.26
Stocking;2021;C;2;Tench;105.5;202;1.28
Stocking;2021;P;3;Tench;101.4;212;1.06
Stocking;2021;C;4;Tench;122.9;221;1.14
Stocking;2021;P;5;Tench;98.9;199;1.25
Stocking;2021;P;3;Tench;96.7;207;1.09
Stocking;2021;C;6;Tench;107.4;219;1.02
Stocking;2021;C;2;Tench;97.2;210;1.05
Stocking;2021;P;1;Tench;90.5;196;1.2
Stocking;2021;C;6;Carp;153;217;1.5
Stocking;2021;P;5;Carp;164.9;215;1.66
Stocking;2021;C;4;Carp;178;219;1.69
Stocking;2021;P;3;Carp;128.5;200;1.61
Stocking;2021;C;2;Carp;103.2;187;1.58
Stocking;2021;P;1;Carp;104.5;183;1.71
Stocking;2021;C;2;Carp;178.1;209;1.95
Stocking;2021;C;4;Carp;55.6;150;1.65
Stocking;2021;P;5;Carp;53.4;146;1.72
Stocking;2021;C;6;Carp;55.2;147;1.74
Stocking;2021;P;1;Carp;186.8;214;1.91
Stocking;2021;P;3;Carp;194;222;1.77
Stocking;2021;P;1;Carp;83.9;168;1.77
Stocking;2021;P;3;Carp;110.5;196;1.47
Stocking;2021;C;2;Carp;112.7;196;1.5
Stocking;2021;C;6;Carp;128.7;202;1.56
Stocking;2021;P;5;Carp;170.4;219;1.62
Stocking;2021;C;6;Carp;243.1;236;1.85
Stocking;2021;C;4;Carp;168.5;196;2.24
Stocking;2021;P;1;Carp;178.6;216;1.77
Stocking;2021;P;5;Carp;133.1;199;1.69
Stocking;2021;C;2;Carp;146.2;193;2.03
Stocking;2021;P;3;Carp;136;199;1.73
Stocking;2021;C;6;Carp;107;187;1.64
Stocking;2021;C;4;Carp;186.2;218;1.8
Stocking;2021;P;5;Carp;182.2;213;1.89
Stocking;2021;C;2;Carp;159.1;206;1.82
Stocking;2021;C;4;Carp;141.3;192;2
Stocking;2021;P;1;Carp;162;210;1.75
Stocking;2021;C;4;Carp;115.4;180;1.98
Stocking;2021;P;3;Carp;159.2;205;1.85
Stocking;2021;C;6;Carp;150.8;208;1.68
Stocking;2021;C;2;Carp;177.9;217;1.74
Stocking;2021;C;6;Carp;193.4;215;1.95
Stocking;2021;P;3;Carp;107.8;196;1.43
Stocking;2021;P;1;Carp;79.5;156;2.09
Stocking;2021;P;5;Carp;93.2;181;1.57
Stocking;2021;P;3;Carp;164.8;221;1.53
Stocking;2021;C;2;Carp;120.1;199;1.52
Stocking;2021;P;1;Carp;247.8;234;1.93
Stocking;2021;P;5;Carp;182.9;210;1.97
Stocking;2021;C;4;Carp;170;209;1.86
Stocking;2021;P;1;Carp;115.2;178;2.04
Stocking;2021;P;5;Carp;189.9;223;1.71
Stocking;2021;C;2;Carp;176.4;212;1.85
Stocking;2021;C;6;Carp;64;162;1.51
Stocking;2021;C;4;Carp;110.8;195;1.49
Stocking;2021;P;3;Carp;119.9;186;1.86
Stocking;2021;C;2;Carp;51.6;147;1.62
Stocking;2021;C;6;Carp;162.7;212;1.71
Stocking;2021;P;3;Carp;170.5;210;1.84
Stocking;2021;P;5;Carp;113.9;186;1.77
Stocking;2021;C;4;Carp;196;231;1.59
Stocking;2021;P;1;Carp;116.3;200;1.45
Stocking;2021;C;2;Carp;190.7;217;1.87
Stocking;2021;C;6;Carp;198.6;220;1.87
Stocking;2021;C;4;Carp;86.4;174;1.64
Stocking;2021;P;3;Carp;80.6;159;2.01
Stocking;2021;P;5;Carp;96.9;189;1.44
Stocking;2021;P;1;Carp;135.5;199;1.72
Stocking;2021;P;1;Carp;63.2;156;1.66
Stocking;2021;C;2;Carp;193;228;1.63
Stocking;2021;P;3;Carp;99.5;190;1.45
Stocking;2021;C;4;Carp;132.1;210;1.43
Stocking;2021;P;5;Carp;139.9;201;1.72
Stocking;2021;C;6;Carp;140.5;215;1.41
Stocking;2021;P;1;Carp;128.6;195;1.73
Stocking;2021;C;2;Carp;173.3;224;1.54
Stocking;2021;P;3;Carp;114.3;185;1.81
Stocking;2021;C;4;Carp;115;192;1.62
Stocking;2021;P;5;Carp;130.2;211;1.39
Stocking;2021;C;6;Carp;122.5;197;1.6
Stocking;2021;C;2;Carp;73.3;174;1.39
Stocking;2021;C;4;Carp;68.8;163;1.59
Stocking;2021;P;5;Carp;53.2;153;1.49
Stocking;2021;P;1;Carp;192.4;222;1.76
Stocking;2021;P;3;Carp;247.4;237;1.86
Stocking;2021;C;6;Carp;108.3;190;1.58
Stocking;2021;P;1;Carp;162.7;215;1.64
Stocking;2021;C;2;Carp;161.3;209;1.77
Stocking;2021;P;3;Carp;114.1;189;1.69
Stocking;2021;C;4;Carp;171.1;215;1.72
Stocking;2021;P;5;Carp;142.4;202;1.73
Stocking;2021;C;2;Carp;72.6;165;1.62
Stocking;2021;P;3;Carp;61.9;162;1.46
Stocking;2021;P;1;Carp;70.2;165;1.56
Stocking;2021;C;4;Carp;103.5;189;1.53
Stocking;2021;P;5;Carp;165.1;215;1.66
Stocking;2021;C;6;Carp;157.5;209;1.73
Stocking;2021;C;6;Carp;47.9;140;1.75
Stocking;2021;C;2;Carp;58.6;160;1.43
Stocking;2021;C;4;Carp;151.5;212;1.59
Stocking;2021;C;6;Carp;266.2;251;1.68
Stocking;2021;P;1;Carp;183.7;230;1.51
Stocking;2021;P;3;Carp;119.3;188;1.8
Stocking;2021;P;5;Carp;75.3;170;1.53
Stocking;2021;P;1;Carp;78.6;176;1.44
Stocking;2021;C;2;Carp;202.7;231;1.64
Stocking;2021;P;3;Carp;169.3;221;1.57
Stocking;2021;C;4;Carp;125.1;190;1.82
Stocking;2021;P;5;Carp;179.1;224;1.59
Stocking;2021;P;1;Carp;157.6;202;1.91
Stocking;2021;P;1;Carp;158.3;212;1.66
Stocking;2021;C;6;Carp;85.8;183;1.4
Stocking;2021;P;5;Carp;145.2;205;1.69
Stocking;2021;C;2;Carp;69.6;162;1.64
Stocking;2021;P;3;Carp;135.5;216;1.34
Stocking;2021;C;4;Carp;110.1;191;1.58
Stocking;2021;C;6;Carp;43.3;151;1.26
Stocking;2021;C;6;Carp;188.3;229;1.57
Stocking;2021;P;3;Carp;70;173;1.35
Stocking;2021;C;2;Carp;91.6;191;1.31
Stocking;2021;P;1;Carp;107.7;201;1.33
Stocking;2021;P;5;Carp;88.8;183;1.45
Stocking;2021;C;4;Carp;122.5;211;1.3
Stocking;2021;C;2;Carp;185.9;214;1.9
Stocking;2021;P;1;Carp;110.5;191;1.59
Stocking;2021;C;4;Carp;144.5;204;1.7
Stocking;2021;P;3;Carp;202.9;222;1.85
Stocking;2021;C;6;Carp;93.8;194;1.28
Stocking;2021;P;5;Carp;174.9;215;1.76
Stocking;2021;C;2;Carp;135.4;209;1.48
Stocking;2021;P;3;Carp;77.3;170;1.57
Stocking;2021;C;4;Carp;109.2;194;1.5
Stocking;2021;P;5;Carp;106.8;191;1.53
Stocking;2021;C;6;Carp;71.1;156;1.87
Stocking;2021;P;1;Carp;40.7;145;1.34
Stocking;2021;C;2;Carp;94.6;190;1.38
Stocking;2021;C;6;Carp;137.2;197;1.79
Stocking;2021;C;4;Carp;146.5;208;1.63
Stocking;2021;P;5;Carp;121.4;195;1.64
Stocking;2021;P;1;Carp;173.2;212;1.82
Stocking;2021;P;3;Carp;101.7;194;1.39
Stocking;2021;C;2;Carp;182.1;226;1.58
Stocking;2021;P;3;Carp;205.2;233;1.62
Stocking;2021;C;4;Carp;156.4;214;1.6
Stocking;2021;C;6;Carp;185.6;229;1.55
Stocking;2021;P;5;Carp;172.5;227;1.47
Stocking;2021;P;3;Carp;85.1;180;1.46
Stocking;2021;P;1;Carp;171;219;1.63
Stocking;2021;C;2;Carp;98.5;190;1.44
Stocking;2021;P;5;Carp;106.8;203;1.28
Stocking;2021;C;4;Carp;158.1;209;1.73
Stocking;2021;C;6;Carp;155.9;218;1.5
Stocking;2021;P;1;Carp;117.3;201;1.44
Stocking;2021;C;4;Carp;109.4;188;1.65
Stocking;2021;C;2;Carp;104.6;185;1.65
Stocking;2021;P;5;Carp;235.3;241;1.68
Stocking;2021;P;5;Carp;115.2;195;1.55
Stocking;2021;P;3;Carp;183.9;218;1.78
Stocking;2021;C;6;Carp;146.4;217;1.43
Stocking;2021;P;1;Carp;201.3;232;1.61
Stocking;2021;P;3;Carp;64.2;151;1.86
Stocking;2021;C;2;Carp;146.2;203;1.75
Stocking;2021;C;6;Carp;80.6;168;1.7
Stocking;2021;P;5;Carp;83.5;180;1.43
Stocking;2021;C;4;Carp;106;186;1.65
Stocking;2021;P;1;Carp;167.9;227;1.44
Stocking;2021;C;6;Carp;156.3;204;1.84
Stocking;2021;C;2;Carp;120.1;200;1.5
Stocking;2021;P;3;Carp;114.9;196;1.53
Stocking;2021;C;4;Carp;114.8;191;1.65
Stocking;2021;P;1;Roach;82.3;191;1.18
Stocking;2021;C;2;Roach;48.2;171;0.96
Stocking;2021;P;3;Roach;100.6;199;1.28
Stocking;2021;C;4;Roach;80.4;182;1.33
Stocking;2021;P;5;Roach;56.7;171;1.13
Stocking;2021;C;6;Roach;73.3;187;1.12
Stocking;2021;C;2;Roach;72.1;189;1.07
Stocking;2021;P;1;Roach;66.5;185;1.05
Stocking;2021;P;3;Roach;42.7;169;0.88
Stocking;2021;C;4;Roach;76.9;189;1.14
Stocking;2021;C;6;Roach;82.6;194;1.13
Stocking;2021;C;4;Roach;46.2;162;1.09
Stocking;2021;P;1;Roach;68.4;185;1.08
Stocking;2021;C;6;Roach;36.5;149;1.1
Stocking;2021;P;3;Roach;34.2;156;0.9
Stocking;2021;P;5;Roach;60.7;179;1.06
Stocking;2021;P;1;Roach;54.5;176;1
Stocking;2021;C;4;Roach;47.6;166;1.04
Stocking;2021;P;5;Roach;65.7;185;1.04
Stocking;2021;C;6;Roach;53.6;162;1.26
Stocking;2021;C;2;Roach;73.6;187;1.13
Stocking;2021;C;2;Roach;52.2;171;1.04
Stocking;2021;P;5;Roach;42.8;163;0.99
Stocking;2021;P;3;Roach;63.9;171;1.28
Stocking;2021;P;1;Roach;58.2;177;1.05
Stocking;2021;C;4;Roach;59.9;172;1.18
Stocking;2021;P;5;Roach;62.5;176;1.15
Stocking;2021;C;6;Roach;34.3;146;1.1
Stocking;2021;P;3;Roach;67.2;188;1.01
Stocking;2021;C;6;Roach;78.7;190;1.15
Stocking;2021;C;2;Roach;78.1;190;1.14
Stocking;2021;P;5;Roach;117.5;203;1.4
Stocking;2021;P;1;Roach;36.3;149;1.1
Stocking;2021;C;2;Roach;53.6;176;0.98
Stocking;2021;P;3;Roach;63.9;177;1.15
Stocking;2021;P;5;Roach;49.7;175;0.93
Stocking;2021;C;4;Roach;78.4;189;1.16
Stocking;2021;C;6;Roach;80.2;188;1.21
Stocking;2021;P;1;Roach;71.3;184;1.14
Stocking;2021;P;3;Roach;68.1;181;1.15
Stocking;2021;C;2;Roach;76.1;191;1.09
Stocking;2021;C;4;Roach;70;183;1.14
Stocking;2021;C;2;Roach;56.6;174;1.07
Stocking;2021;C;4;Roach;34;139;1.27
Stocking;2021;C;6;Roach;75.7;187;1.16
Stocking;2021;P;1;Roach;81;187;1.24
Stocking;2021;P;3;Roach;92.8;199;1.18
Stocking;2021;P;3;Roach;56.5;175;1.05
Stocking;2021;P;5;Roach;66;178;1.17
Stocking;2021;C;4;Roach;73.1;187;1.12
Stocking;2021;C;6;Roach;80.8;191;1.16
Stocking;2021;C;2;Roach;79.3;191;1.14
Stocking;2021;P;5;Roach;52;170;1.06
Stocking;2021;P;1;Roach;58.4;172;1.15
Stocking;2021;C;4;Roach;74.2;187;1.13
Stocking;2021;C;2;Roach;51.1;157;1.32
Stocking;2021;P;5;Roach;71.5;184;1.15
Stocking;2021;P;3;Roach;73.2;172;1.44
Stocking;2021;C;6;Roach;60.1;184;0.96
Stocking;2021;P;1;Roach;77.7;185;1.23
Stocking;2021;C;6;Roach;62.7;179;1.09
Stocking;2021;P;3;Roach;59.7;164;1.35
Stocking;2021;P;5;Roach;59.6;182;0.99
Stocking;2021;P;1;Roach;56.4;177;1.02
Stocking;2021;C;2;Roach;57.4;172;1.13
Stocking;2021;C;4;Roach;37.8;152;1.08
Stocking;2021;P;3;Roach;31.5;144;1.05
Stocking;2021;C;4;Roach;81.4;191;1.17
Stocking;2021;C;6;Roach;54.2;176;0.99
Stocking;2021;C;2;Roach;86.4;185;1.36
Stocking;2021;P;5;Roach;83.7;191;1.2
Stocking;2021;P;1;Roach;34.8;154;0.95
Stocking;2021;P;1;Roach;72.4;183;1.18
Stocking;2021;P;5;Roach;43.2;162;1.02
Stocking;2021;C;2;Roach;55;162;1.29
Stocking;2021;C;6;Roach;47.6;165;1.06
Stocking;2021;P;3;Roach;111.2;201;1.37
Stocking;2021;C;4;Roach;48.4;174;0.92
Stocking;2021;P;3;Roach;44.4;162;1.04
Stocking;2021;P;1;Roach;64.7;184;1.04
Stocking;2021;C;2;Roach;42.7;161;1.02
Stocking;2021;P;5;Roach;45;166;0.98
Stocking;2021;C;6;Roach;43.7;164;0.99
Stocking;2021;C;4;Roach;55.6;170;1.13
Stocking;2021;P;3;Roach;48.2;172;0.95
Stocking;2021;P;1;Roach;47.2;166;1.03
Stocking;2021;C;2;Roach;48.4;159;1.2
Stocking;2021;P;5;Roach;46.6;160;1.14
Stocking;2021;C;4;Roach;49.1;173;0.95
Stocking;2021;P;3;Roach;44.5;164;1.01
Stocking;2021;C;6;Roach;54.2;177;0.98
Stocking;2021;C;4;Roach;62.5;178;1.11
Stocking;2021;C;6;Roach;167.2;230;1.37
Stocking;2021;C;6;Roach;20.2;130;0.92
Stocking;2021;P;3;Roach;38.5;162;0.91
Stocking;2021;P;1;Roach;58.9;174;1.12
Stocking;2021;C;2;Roach;65.5;183;1.07
Stocking;2021;P;5;Roach;74.3;191;1.07
Stocking;2021;C;6;Roach;39.9;154;1.09
Stocking;2021;P;5;Roach;56.6;174;1.07
Stocking;2021;C;2;Roach;40.9;160;1
Stocking;2021;C;4;Roach;77.3;192;1.09
Stocking;2021;P;1;Roach;47.6;173;0.92
Stocking;2021;P;5;Roach;54.9;170;1.12
Stocking;2021;C;6;Roach;22.7;124;1.19
Stocking;2021;C;4;Roach;45;163;1.04
Stocking;2021;P;3;Roach;54;174;1.03
Stocking;2021;P;1;Roach;46;167;0.99
Stocking;2021;C;2;Roach;29.5;144;0.99
Stocking;2021;P;5;Roach;55.4;172;1.09
Stocking;2021;C;4;Roach;33.3;145;1.09
Stocking;2021;P;1;Roach;24.2;138;0.92
Stocking;2021;P;3;Roach;54.7;172;1.07
Stocking;2021;C;2;Roach;65.9;179;1.15
Stocking;2021;P;1;Roach;65.5;181;1.1
Stocking;2021;C;4;Roach;79.7;189;1.18
Stocking;2021;P;3;Roach;64.4;178;1.14
Stocking;2021;P;1;Roach;86.4;194;1.18
Stocking;2021;C;6;Roach;58.6;176;1.07
Stocking;2021;C;2;Roach;57.3;173;1.11
Stocking;2021;P;5;Roach;32.9;147;1.04
Stocking;2021;P;3;Roach;64.2;182;1.06
Stocking;2021;C;4;Roach;53.3;173;1.03
Stocking;2021;P;5;Roach;43;158;1.09
Stocking;2021;C;6;Roach;54.7;175;1.02
Stocking;2021;P;3;Roach;39.9;157;1.03
Stocking;2021;C;6;Roach;40.2;164;0.91
Stocking;2021;C;4;Roach;44.6;156;1.17
Stocking;2021;C;2;Roach;64.5;174;1.22
Stocking;2021;P;1;Roach;31.7;147;1
Stocking;2021;C;2;Roach;30.6;176;0.56
Stocking;2021;P;3;Roach;50.6;168;1.07
Stocking;2021;P;5;Roach;71;186;1.1
Stocking;2021;C;6;Roach;57.4;175;1.07
Stocking;2021;C;2;Roach;65.7;178;1.16
Stocking;2021;P;5;Roach;32.7;146;1.05
Stocking;2021;C;2;Roach;74.2;187;1.13
Stocking;2021;P;3;Roach;47.4;162;1.11
Stocking;2021;C;6;Roach;58;181;0.98
Stocking;2021;C;4;Roach;38.3;160;0.94
Stocking;2021;P;1;Roach;48.6;169;1.01
Stocking;2021;P;1;Roach;53.4;179;0.93
Stocking;2021;C;6;Roach;21.6;128;1.03
Stocking;2021;C;4;Roach;48.5;166;1.06
Stocking;2021;C;2;Roach;41.8;156;1.1
Stocking;2021;P;3;Roach;43.7;158;1.11
Stocking;2021;P;5;Roach;38.7;144;1.3
Stocking;2021;C;4;Roach;44.4;158;1.13
Stocking;2021;P;1;Roach;44.9;161;1.08
Stocking;2021;P;5;Roach;19.5;129;0.91
Stocking;2021;P;1;Roach;51;176;0.94
Stocking;2021;C;2;Roach;55.4;177;1
Stocking;2021;P;3;Roach;70.2;189;1.04
Stocking;2021;C;4;Roach;54.1;175;1.01
Stocking;2021;P;5;Roach;46.3;167;0.99
Stocking;2021;C;6;Roach;72.5;192;1.02
Stocking;2021;P;1;Roach;39.5;161;0.95
Stocking;2021;C;2;Roach;61.5;185;0.97
Stocking;2021;P;3;Roach;61.5;185;0.97
Stocking;2021;C;4;Roach;60.5;183;0.99
Stocking;2021;P;5;Roach;35.5;151;1.03
Stocking;2021;C;6;Roach;48.3;181;0.81
Stocking;2021;P;1;Roach;61.2;187;0.94
Stocking;2021;C;2;Roach;69.8;189;1.03
Stocking;2021;P;3;Roach;57;183;0.93
Stocking;2021;C;4;Roach;60.4;181;1.02
Stocking;2021;P;5;Roach;63.6;187;0.97
Stocking;2021;C;6;Roach;37.1;167;0.8
Stocking;2021;P;1;Roach;49.2;171;0.98
Stocking;2021;P;1;Roach;65;192;0.92
Stocking;2021;C;2;Roach;57.5;176;1.05
Stocking;2021;P;5;Roach;82.3;194;1.13
Stocking;2021;P;3;Roach;38.7;155;1.04
Stocking;2021;C;4;Roach;42.2;170;0.86
Stocking;2021;C;6;Roach;66.4;190;0.97
Stocking;2021;C;2;Roach;42.2;167;0.91
Stocking;2021;P;3;Roach;32.7;157;0.84
Stocking;2021;C;4;Roach;79;191;1.13
Stocking;2021;P;5;Roach;77.9;194;1.07
Stocking;2021;C;6;Roach;99.7;202;1.21
Stocking;2021;P;1;Roach;63;185;1
Stocking;2021;C;2;Roach;44.2;168;0.93
Stocking;2021;P;3;Roach;81.8;189;1.21
Stocking;2021;C;6;Roach;30.7;144;1.03
Stocking;2021;C;4;Roach;76.6;190;1.12
Stocking;2021;P;5;Roach;69.3;177;1.25
Stocking;2021;P;1;Roach;73.1;187;1.12
Stocking;2021;C;2;Roach;81.4;197;1.06
Stocking;2021;P;3;Roach;62.7;184;1.01
Stocking;2021;C;4;Roach;66.4;184;1.07
Stocking;2021;P;5;Roach;58.2;179;1.01
Stocking;2021;P;5;Roach;45;170;0.92
Stocking;2021;C;4;Roach;54;176;0.99
Stocking;2021;C;6;Roach;45.1;174;0.86
Stocking;2021;P;1;Roach;70.9;178;1.26
Stocking;2021;C;4;Roach;39.3;155;1.06
Stocking;2021;C;2;Roach;53.4;164;1.21
Stocking;2021;P;3;Roach;86.3;203;1.03
Stocking;2021;C;6;Roach;68.3;185;1.08
Stocking;2021;P;3;Roach;51.3;172;1.01
Stocking;2021;C;4;Roach;39.5;162;0.93
Stocking;2021;P;1;Roach;36.7;151;1.07
Stocking;2021;C;2;Roach;120.3;214;1.23
Stocking;2021;C;6;Roach;84.2;194;1.15
Stocking;2021;P;5;Roach;54.9;178;0.97
Stocking;2021;P;1;Roach;64.1;185;1.01
Stocking;2021;C;2;Roach;35.9;156;0.95
Stocking;2021;P;5;Roach;72.9;191;1.05
Stocking;2021;C;6;Roach;52.6;176;0.96
Stocking;2021;P;3;Roach;52.4;173;1.01
Stocking;2021;C;2;Roach;42.3;163;0.98
Stocking;2021;P;1;Roach;87.5;196;1.16
Stocking;2021;P;3;Roach;42.5;174;0.81
Stocking;2021;P;5;Roach;53.6;180;0.92
Stocking;2021;C;6;Roach;41.4;164;0.94
Stocking;2021;C;4;Roach;53.6;182;0.89
Stocking;2021;P;1;Roach;53.1;180;0.91
Stocking;2021;C;2;Roach;43.7;168;0.92
Stocking;2021;P;3;Roach;66.4;184;1.07
Stocking;2021;C;4;Roach;48.9;166;1.07
Stocking;2021;P;5;Roach;56.9;184;0.91
Stocking;2021;C;6;Roach;52.8;185;0.83
Stocking;2021;C;2;Roach;28.9;139;1.08
Stocking;2021;P;1;Roach;46.5;170;0.95
Stocking;2021;P;5;Roach;38.2;157;0.99
Stocking;2021;C;4;Roach;57.9;179;1.01
Stocking;2021;P;3;Roach;52.5;178;0.93
Stocking;2021;C;6;Roach;43.1;154;1.18
Stocking;2021;P;1;Roach;37;164;0.84
Stocking;2021;C;2;Roach;51.7;175;0.96
Stocking;2021;P;3;Roach;33.7;154;0.92
Stocking;2021;C;4;Roach;44.1;165;0.98
Stocking;2021;P;5;Roach;27.4;135;1.11
Stocking;2021;C;6;Roach;40.4;162;0.95
Stocking;2021;P;1;Roach;59.1;182;0.98
Stocking;2021;C;2;Roach;48.6;171;0.97
Stocking;2021;P;3;Roach;46.8;170;0.95
Stocking;2021;C;4;Roach;66.6;188;1
Stocking;2021;C;6;Roach;130.9;226;1.13
Stocking;2021;P;5;Roach;130.5;226;1.13
Stocking;2021;P;1;Roach;56.4;173;1.09
Stocking;2021;P;5;Roach;25;140;0.91
Stocking;2021;C;2;Roach;73.7;185;1.16
Stocking;2021;C;6;Roach;48.6;174;0.92
Stocking;2021;P;3;Roach;91.1;206;1.04
Stocking;2021;C;4;Roach;54;180;0.93
Stocking;2021;C;6;Roach;28;146;0.9
Stocking;2021;P;1;Roach;56.5;184;0.91
Stocking;2021;P;3;Roach;45.6;168;0.96
Stocking;2021;C;2;Roach;54.9;177;0.99
Stocking;2021;C;4;Roach;64.3;190;0.94
Stocking;2021;P;5;Roach;55.6;181;0.94
Stocking;2021;P;1;Roach;45;170;0.92
Stocking;2021;C;2;Roach;72.5;195;0.98
Stocking;2021;P;3;Roach;24.6;138;0.94
Stocking;2021;C;4;Roach;67.2;185;1.06
Stocking;2021;P;5;Roach;39.3;152;1.12
Stocking;2021;C;6;Roach;53.7;177;0.97
Stocking;2021;P;1;Roach;41.4;164;0.94
Stocking;2021;P;3;Roach;73.2;198;0.94
Stocking;2021;C;2;Roach;67.8;187;1.04
Stocking;2021;C;6;Roach;57.1;183;0.93
Stocking;2021;C;4;Roach;57;179;0.99
Stocking;2021;P;5;Roach;71.7;191;1.03
Stocking;2021;C;2;Roach;48.9;171;0.98
Stocking;2021;P;5;Roach;36.2;158;0.92
Stocking;2021;C;4;Roach;24.5;135;1
Stocking;2021;P;1;Roach;67.3;185;1.06
Stocking;2021;P;1;Roach;45.5;169;0.94
Stocking;2021;C;2;Roach;62.1;175;1.16
Stocking;2021;P;3;Roach;108.5;206;1.24
Stocking;2021;C;4;Roach;121.7;211;1.3
Stocking;2021;C;6;Roach;52.8;176;0.97
Stocking;2021;C;6;Roach;47.3;157;1.22
Stocking;2021;P;3;Roach;58.4;177;1.05
Stocking;2021;P;5;Roach;55.2;179;0.96
Stocking;2021;P;3;Roach;55.2;175;1.03
Stocking;2021;P;1;Roach;55.3;175;1.03
Stocking;2021;C;2;Roach;44.3;169;0.92
Stocking;2021;C;4;Roach;52.1;173;1.01
Stocking;2021;P;1;Roach;94.8;207;1.07
Stocking;2021;C;6;Roach;38.3;169;0.79
Stocking;2021;P;3;Roach;40.8;157;1.05
Stocking;2021;P;5;Roach;56.3;174;1.07
Stocking;2021;C;2;Roach;45;172;0.88
Stocking;2021;C;4;Roach;50.4;162;1.19
Stocking;2021;P;5;Roach;41.1;159;1.02
Stocking;2021;P;1;Roach;42.1;166;0.92
Stocking;2021;P;3;Roach;48.3;172;0.95
Stocking;2021;C;4;Roach;43.3;164;0.98
Stocking;2021;C;6;Roach;43.3;170;0.88
Stocking;2021;C;2;Roach;63.9;179;1.11
Stocking;2021;C;6;Roach;83.3;199;1.06
Stocking;2021;C;4;Roach;23.3;136;0.93
Stocking;2021;C;2;Roach;48.4;174;0.92
Stocking;2021;P;1;Roach;116.1;216;1.15
Stocking;2021;P;5;Roach;81.6;191;1.17
Stocking;2021;C;6;Roach;91.5;206;1.05
Stocking;2021;P;5;Roach;64.3;181;1.08
Stocking;2021;P;3;Roach;60.5;176;1.11
Stocking;2021;P;1;Zander;0.8;49;0.68
Stocking;2021;P;1;Zander;1.2;55;0.72
Stocking;2021;P;1;Zander;1.5;61;0.66
Stocking;2021;P;1;Zander;0.8;50;0.64
Stocking;2021;P;1;Zander;1.2;57;0.65
Stocking;2021;P;1;Zander;1.9;58;0.97
Stocking;2021;P;1;Zander;1.7;62;0.71
